temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,cloud_cover_pct,dew_point_c,cloud_type,rain_tomorrow
35.54,74.97,1009.52,15.22,57.22,28,Cumulus,Rain
24.07,63.2,1018.63,11.08,52.77,17.02,Cumulus,No Rain
9.13,61.08,1016.48,5.56,85.9,-1.18,Stratus,No Rain
18.78,31.8,999.96,33.53,70.57,3.74,Cumulus,Rain
32.92,100,1001.28,10.4,10.9,28,Cirrus,Rain
27.79,100,1014.75,8.1,94.53,26.26,Cumulus,Rain
20.51,79.52,1008.85,23.18,86.78,14.41,Cumulus,Rain
20.58,67.85,1005.66,17.41,90.56,13.18,Cumulus,Rain
27.25,67.43,1016.32,15.21,71.07,20.38,Cumulus,No Rain
23.79,40.31,1003.68,15.5,21.91,12.62,Cirrus,No Rain
10.29,58.5,1005.7,6.1,100,0.51,Stratus,Rain
18.07,40.9,1018.74,14.48,0,6.54,Clear,No Rain
10.47,61.85,1012.05,12.1,24.31,1.39,Cirrus,No Rain
11.59,68.13,998.71,8.6,82.1,5.14,Stratus,Rain
22.38,61.75,1007.63,5.22,66.75,16.09,Cumulus,Rain
6.47,47.28,1009.69,7.38,46.33,-2.05,Cumulus,No Rain
13.07,38.88,1005.8,13.54,30.02,-0.81,Cirrus,No Rain
26.59,87.44,1025.56,25.31,31.4,22.56,Cirrus,Rain
9.85,75.25,1012.73,7.5,61.3,4.4,Stratus,No Rain
17.92,92.16,1013.57,6.4,27.36,13.65,Stratus,No Rain
11.54,44.12,1022.2,6.3,13.71,0.89,Clear,No Rain
14.04,57.65,1017.98,11.97,0,3.38,Cirrus,No Rain
13.63,64.99,1006.3,11.99,39.73,6.94,Cumulus,No Rain
18.1,100,1011.55,4.22,52.2,20.0,Cumulus,No Rain
11.3,45.27,1021.06,19.47,59.76,-1.44,Cumulus,No Rain
27.97,60.02,1002.63,16.7,66.19,20.45,Cumulus,Rain
18.1,55.26,1016.02,9.62,80.23,9.38,Cumulus,No Rain
12.07,100,1019.69,12.62,53.53,13.07,Cumulus,No Rain
14.36,40.37,1000.77,6.03,28.5,2.65,Cirrus,No Rain
26.52,76.04,1010.4,16.21,33.25,22.1,Cirrus,No Rain
22.53,78.24,1003.5,2.78,81.5,17.66,Cumulus,Rain
29.27,63.1,985.35,10.86,67.33,22.86,Cumulus,Rain
14.57,82.81,1018.11,6.45,30.85,12.29,Clear,No Rain
35.12,59.81,1017.31,8.49,64.91,25.4,Cumulus,No Rain
34.71,42.31,1020.29,22.24,9.29,23.28,Clear,No Rain
24.0,79.54,1016.16,4.13,10.05,19.48,Cirrus,No Rain
28.93,73.91,1012.08,20.05,76.54,23.18,Cumulus,No Rain
12.52,91.54,1014.74,14.0,74.42,12.93,Cumulus,Rain
14.84,64.0,1013.49,14.74,91.8,5.61,Cumulus,No Rain
14.39,68.29,1015.76,4.56,36.2,7.83,Cumulus,No Rain
2.42,45.48,1024.76,21.92,92.66,-7.91,Stratus,Rain
6.33,65.78,1001.15,12.64,21.39,-0.58,Cirrus,No Rain
22.58,53.79,1010.38,9.05,90.49,16.2,Cumulus,No Rain
14.9,87.26,1010.55,6.33,33.28,12.78,Cirrus,No Rain
10.75,46.05,1017.71,21.16,99.35,-1.09,Stratus,No Rain
17.91,56.51,1022.43,14.48,81.49,10.92,Cumulus,No Rain
13.95,57.54,1033.72,16.82,33.8,5.63,Cirrus,No Rain
10.99,75.53,1006.66,5.96,26.87,7.68,Cirrus,Rain
10.66,77.89,1012.62,23.58,26.59,6.27,Cirrus,No Rain
16.23,61.53,1005.46,10.25,61.32,7.5,Cumulus,No Rain
20.32,88.08,1014.36,7.85,44.56,16.04,Cumulus,No Rain
19.83,93.14,1015.35,17.98,32.37,18.54,Cirrus,No Rain
28.33,82.0,1010.75,5.74,81.53,23.8,Cumulus,Rain
31.88,74.87,1017.46,7.05,56.09,28,Cumulus,No Rain
10.67,61.78,1025.63,4.15,61.59,2.78,Stratus,No Rain
10.42,25.82,1017.55,6.75,30.56,-4.16,Cirrus,No Rain
17.5,98.17,1015.99,10.96,57.04,16.76,Cumulus,No Rain
18.24,61.4,1011.89,11.48,4.92,10.46,Cirrus,No Rain
6.62,52.15,1010.99,13.52,19.03,-2.66,Cirrus,No Rain
14.83,98.36,1011.41,21.38,49.85,15.8,Cumulus,No Rain
15.95,58.69,1007.64,13.43,34.56,8.23,Stratus,No Rain
9.34,50.82,1006.42,1.65,87.24,1.42,Stratus,Rain
5.16,59.12,1016.56,37.82,100,-3.36,Stratus,Rain
6.48,61.69,1015.44,13.56,69.17,-1.03,Stratus,No Rain
32.2,31.62,1009.07,6.34,39.25,18.82,Cumulus,Rain
38.11,99.55,998.63,5.5,100,28,Nimbus,Rain
27.21,71.54,1016.36,14.98,100,22.92,Cumulus,No Rain
15.95,72.14,1016.69,9.96,38.43,10.79,Cumulus,No Rain
7.37,68.29,1013.36,10.37,53.29,1.56,Cumulus,No Rain
17.01,100,1019.71,16.77,42.75,15.35,Cumulus,No Rain
41.11,70.13,1009.82,3.45,0,28,Cirrus,No Rain
19.1,59.46,1012.43,15.14,53.51,10.0,Cumulus,No Rain
13.13,71.02,1007.45,23.85,53.13,5.52,Cumulus,Rain
33.36,70.79,1019.8,10.24,50.15,27.32,Clear,No Rain
35.83,73.65,1014.11,10.31,50.54,28,Cirrus,No Rain
17.17,74.74,1011.71,12.28,76.49,10.95,Cumulus,No Rain
12.93,51.91,995.04,5.61,66.52,2.21,Cumulus,Rain
27.28,64.69,996.36,6.98,100,22.3,Cumulus,Rain
25.58,76.41,1014.86,7.54,46.39,20.28,Cumulus,No Rain
11.23,38.96,1010.69,30.62,74.84,-0.05,Stratus,No Rain
20.18,62.89,1018.55,3.54,39.63,13.03,Cirrus,No Rain
22.55,53.53,1021.36,12.45,19.37,11.66,Cirrus,No Rain
20.75,92.19,1008.16,8.51,51.01,20.15,Cumulus,Rain
14.24,73.1,1003.34,13.93,42.37,7.91,Cumulus,No Rain
9.44,86.46,1016.05,7.56,51.8,7.89,Cumulus,No Rain
25.32,57.49,1020.02,28.68,1.67,18.53,Cirrus,No Rain
21.42,53.04,1024.94,9.88,59.77,13.4,Cumulus,No Rain
32.55,55.59,1016.4,10.26,75.08,25.14,Cumulus,No Rain
18.04,53.51,1022.26,8.83,41.35,11.24,Cumulus,No Rain
14.67,65.49,1011.92,8.0,31.06,10.28,Cirrus,No Rain
26.62,72.47,1021.21,21.25,95.89,21.96,Cumulus,No Rain
15.96,54.85,1015.32,20.06,72.53,7.99,Cumulus,No Rain
22.49,65.68,1010.6,16.05,67.08,15.08,Cumulus,No Rain
11.59,57.67,1012.86,9.65,82.37,3.03,Stratus,No Rain
6.33,70.54,1020.74,22.9,24.88,0.52,Cirrus,No Rain
22.14,49.58,1007.57,28.94,92.3,9.42,Cumulonimbus,Rain
22.83,52.85,1010.96,8.01,32.8,11.4,Cirrus,No Rain
26.28,94.15,1020.6,7.84,20.16,24.15,Cirrus,No Rain
15.03,40.21,1016.05,13.22,31.81,1.86,Cirrus,No Rain
26.21,90.1,1009.02,5.37,28.19,25.61,Cirrus,No Rain
6.33,85.45,1003.91,27.21,95.39,0.6,Nimbus,Rain
14.95,70.14,1000.28,2.68,100,9.42,Cumulus,Rain
22.66,34.38,1015.58,24.46,37.63,10.43,Cumulus,Rain
16.88,10,1018.37,8.22,67.13,0.87,Cumulus,No Rain
11.22,75.76,1018.17,15.7,5.47,6.82,Cirrus,No Rain
12.46,59.99,1000.75,9.12,65.73,5.54,Cumulus,Rain
8.37,94.22,1022.64,5.24,26.41,8.78,Cirrus,No Rain
10.43,45.43,1010.08,18.27,86.85,0.39,Stratus,No Rain
16.8,96.62,1004.13,14.45,49.23,17.42,Stratus,Rain
17.97,69.62,1011.91,7.51,66.06,14.29,Cumulus,No Rain
22.61,78.29,1027.4,12.44,42.8,14.24,Cumulus,No Rain
6.82,44.93,1011.06,14.59,38.46,-3.58,Cumulus,No Rain
21.05,44.86,999.98,7.7,100,11.66,Cumulus,Rain
24.44,54.51,998.38,14.68,100,13.61,Cumulus,Rain
31.32,87.9,1013.03,18.51,80.66,28,Cumulus,Rain
12.22,44.2,1014.12,15.0,60.92,1.05,Cumulus,No Rain
26.13,51.15,1011.21,9.89,45.22,16.21,Cumulus,Rain
24.77,47.65,1007.11,10.68,39.11,16.02,Cumulus,No Rain
21.21,42.27,1000.62,28.23,81.3,11.57,Cumulonimbus,Rain
22.93,71.54,1013.25,11.02,81.67,20.39,Cumulus,No Rain
19.13,60.8,1023.65,9.47,35.44,9.76,Cumulus,No Rain
25.96,48.34,1018.16,9.09,35.67,16.02,Cumulus,No Rain
20.56,82.72,1010.01,11.78,45.78,16.98,Cumulus,No Rain
36.49,61.32,1008.73,0.83,79.83,28,Cumulus,Rain
10.06,56.96,1016.46,16.29,62.27,-1.74,Stratus,No Rain
12.61,75.92,1018.4,6.61,82.3,6.1,Cumulus,Rain
6.18,74.43,1027.38,40.1,31.82,2.49,Cirrus,No Rain
26.55,75.61,1015.07,6.17,38.91,22.8,Cumulus,No Rain
22.59,18.07,1010.56,7.91,46.01,7.56,Cumulus,Rain
15.42,100,1020.18,12.38,29.77,13.73,Cirrus,No Rain
29.04,80.78,1020.76,18.52,36.05,25.27,Cumulus,No Rain
5.09,66.41,1005.36,15.99,31.71,-0.65,Cirrus,No Rain
9.11,66.98,997.95,8.66,55.74,4.64,Cumulus,No Rain
23.76,90.86,1003.67,14.48,51.58,22.28,Cumulus,Rain
11.33,84.94,1017.43,11.41,16.97,9.15,Cirrus,Rain
9.29,69.89,1020.62,6.78,36.06,4.98,Cumulus,No Rain
15.92,61.03,999.37,5.35,95.75,9.58,Cumulus,Rain
10.53,73.8,1019.13,7.58,41.69,5.7,Cumulus,No Rain
16.95,100,1006.67,1.79,15.08,15.3,Cirrus,Rain
30.07,64.94,1013.16,18.04,67.4,23.53,Cumulus,No Rain
12.7,62.22,1010.76,19.02,0,4.93,Cirrus,No Rain
25.22,66.38,1004.0,4.64,65.3,19.88,Cumulonimbus,Rain
20.28,100,1017.43,15.67,98.51,21.29,Stratus,Rain
27.48,70.14,1017.1,9.22,79.26,21.16,Cumulus,No Rain
14.46,75.82,1007.08,6.13,33.05,10.33,Cirrus,Rain
20.23,27.45,1018.07,4.19,19.85,5.45,Cirrus,No Rain
30.82,75.6,1003.65,15.76,73.56,26.99,Cumulus,Rain
14.45,67.01,1019.8,14.27,56.66,7.25,Cumulus,No Rain
14.75,61.95,1001.56,8.57,5.46,5.25,Cirrus,No Rain
22.65,31.53,1031.66,11.84,74.85,10.17,Cumulus,No Rain
14.37,55.61,1035,2.45,33.58,6.32,Cirrus,No Rain
25.85,67.92,1020.03,26.14,82.35,18.99,Cumulonimbus,Rain
9.62,71.85,1007.35,10.73,73.81,4.22,Stratus,Rain
24.05,85.57,1003.63,15.77,9.59,20.56,Cirrus,Rain
19.13,75.75,1021.02,8.89,80.67,14.54,Cumulus,Rain
5.57,53.93,1010.51,10.45,67.84,-2.47,Stratus,No Rain
14.42,51.14,1011.74,6.19,18.97,4.8,Cirrus,No Rain
12.14,72.15,1008.88,19.87,32.97,4.69,Cirrus,Rain
19.92,59.99,1016.17,6.08,35.6,12.53,Cumulus,No Rain
10.8,75.72,1003.99,18.57,83.9,6.87,Stratus,Rain
8.44,77.53,1008.54,14.01,43.88,5.77,Cumulus,Rain
16.56,59.2,1008.14,11.64,73.06,9.28,Cumulus,Rain
31.63,68.82,1019.66,14.84,0,27.9,Cirrus,No Rain
3.25,100,996.36,5.75,42.5,3.67,Cumulus,Rain
6.79,20.43,1006.58,15.32,94.86,-6.61,Stratus,Rain
19.9,72.76,1007.8,8.53,83.05,13.75,Cumulus,Rain
18.54,82.07,1003.91,3.28,64.41,15.04,Cumulus,Rain
8.06,100,1028.2,15.92,82.21,8.2,Stratus,Rain
31.09,71.69,1009.63,23.44,31.08,25.69,Cirrus,No Rain
9.01,60.11,1002.05,12.56,100,-0.36,Stratus,Rain
13.52,86.67,1023.04,4.33,88.43,12.07,Cumulus,Rain
31.33,68.28,1012.08,23.69,42.93,24.51,Cumulus,No Rain
0.26,74.92,1012.85,5.47,42.1,-4.14,Cumulus,No Rain
32.16,66.67,1011.79,22.73,65.83,25.64,Cumulus,Rain
12.1,66.99,1022.88,6.78,52.11,4.42,Cumulus,No Rain
1.89,77.43,1012.2,7.01,0,-3.46,Cirrus,No Rain
23.15,70.9,1001.22,6.32,100,15.97,Cumulus,Rain
11.31,31.6,1018.65,19.87,13.62,-4.98,Clear,No Rain
20.98,67.85,1004.75,15.8,92.75,16.33,Cumulus,No Rain
25.37,64.69,1008.56,14.92,27.71,19.69,Cirrus,No Rain
16.66,100,999.45,12.38,69.03,16.74,Cumulus,Rain
10.22,59.96,1010.77,9.86,0,2.86,Cirrus,No Rain
-0.77,74.71,1007.77,20.56,59.59,-5.18,Cumulus,No Rain
18.76,51.38,1006.04,2.05,45.92,8.4,Cumulus,No Rain
25.42,76.19,1016.27,2.48,75.54,19.67,Cumulus,Rain
39.17,33.04,1013.08,11.39,94.63,28,Cumulus,No Rain
25.26,72.21,1005.46,7.71,58.38,20.12,Cumulus,No Rain
9.19,55.89,1017.86,15.76,27.07,-0.5,Cirrus,No Rain
16.22,55.3,1003.69,2.27,42.34,7.35,Cumulus,No Rain
39.64,88.2,1005.48,8.53,66.78,28,Cumulus,Rain
20.31,39.45,1022.66,15.5,31.78,8.21,Cirrus,No Rain
29.59,79.42,1006.63,6.03,24.32,25.22,Cirrus,Rain
17.53,57.63,1007.97,21.53,66.73,7.7,Cumulus,Rain
29.79,83.77,1012.14,15.82,69.74,23.6,Cumulus,Rain
22.47,56.05,1013.92,8.81,38.22,14.77,Cumulus,No Rain
10.74,42.9,1020.73,7.13,94.58,-0.37,Stratus,No Rain
22.57,10,1004.59,6.21,64.03,3.47,Cumulus,No Rain
37.46,52.16,1007.94,14.88,64.14,27.94,Cumulus,No Rain
28.69,94.36,1010.71,11.42,59.5,28,Cumulus,No Rain
29.15,49.92,1024.02,3.24,47.46,17.27,Cumulus,No Rain
20.67,72.15,1018.55,4.78,92.89,14.79,Cumulus,No Rain
20.9,59.19,1013.68,11.07,42.96,11.31,Cumulus,No Rain
26.26,93.54,1015.9,3.81,40.22,26.67,Cumulus,No Rain
19.96,97.54,1015.53,45.43,70.93,20.27,Cumulonimbus,Rain
9.47,79.55,1011.57,19.01,60.92,6.11,Cirrus,No Rain
20.49,96.08,1012.56,14.75,68.48,19.28,Cumulus,Rain
30.8,48.22,1010.0,13.04,90.0,20.94,Cumulus,No Rain
29.75,64.35,1016.02,8.62,22.63,21.56,Cirrus,No Rain
19.05,70.35,1016.44,14.46,11.55,14.01,Cirrus,No Rain
6.31,60.71,1014.05,15.98,70.96,-2.16,Stratus,No Rain
19.19,77.36,1007.26,19.22,83.47,13.51,Cumulus,Rain
20.34,38.25,1013.34,22.94,65.41,7.81,Cumulus,Rain
20.83,66.25,1018.39,19.58,56.58,15.02,Cumulus,No Rain
22.95,64.01,1004.28,8.52,52.8,16.05,Cumulus,No Rain
-2.12,77.41,1029.65,5.44,48.49,-4.61,Cumulus,No Rain
13.3,69.46,1015.48,19.42,87.62,5.98,Cumulus,Rain
15.0,62.2,1010.01,10.7,36.78,8.68,Cumulus,No Rain
20.22,100,1013.42,16.92,86.42,18.89,Cumulus,Rain
16.54,94.66,1017.03,18.05,50.86,15.84,Cumulus,No Rain
17.93,35.95,1007.49,22.75,53.92,4.13,Cumulus,No Rain
22.85,42.35,999.95,19.48,98.12,10.59,Cumulus,Rain
29.61,25.22,1028.5,17.45,42.1,13.55,Cumulus,No Rain
17.9,75.88,1022.26,11.76,36.63,12.01,Cumulus,No Rain
0.88,76.13,1011.51,9.65,53.21,-6.23,Cumulus,No Rain
22.41,28.99,1000.15,30.26,86.61,6.81,Cumulonimbus,Rain
15.03,19.61,1006.04,20.06,62.62,-2.4,Cumulus,No Rain
3.2,98.6,997.36,7.41,47.5,1.24,Cumulus,Rain
26.21,28.67,1016.36,0.52,41.63,11.93,Cumulus,No Rain
24.37,60.41,999.58,13.76,84.09,16.56,Clear,Rain
16.2,79.16,1001.33,4.12,100,13.99,Cumulus,No Rain
11.25,54.45,1007.19,15.78,71.86,1.08,Stratus,Rain
8.93,46.39,1012.0,8.08,68.86,-3.71,Stratus,No Rain
2.16,43.54,1023.54,4.65,41.63,-8.38,Cumulus,No Rain
21.69,81.24,1016.36,9.57,30.73,18.14,Cirrus,No Rain
6.17,73.33,1022.04,15.06,78.87,2.23,Stratus,No Rain
19.89,61.0,1022.2,23.33,51.56,11.18,Cumulus,No Rain
22.54,84.47,1013.38,15.27,48.65,18.21,Cumulus,No Rain
-3.83,65.12,1019.92,20.28,67.11,-9.76,Stratus,No Rain
25.91,45.2,999.36,23.78,56.85,15.49,Cumulus,Rain
21.6,61.54,1010.92,12.72,15.23,14.71,Cirrus,No Rain
8.97,59.38,1020.38,18.51,61.27,2.95,Stratus,No Rain
27.62,50.08,1011.73,6.8,36.12,16.36,Cumulus,No Rain
30.93,59.68,1008.55,3.25,48.14,22.25,Cumulus,No Rain
32.17,61.88,1011.92,13.35,31.63,24.35,Cirrus,No Rain
18.41,87.87,1014.68,12.33,95.28,16.7,Cumulus,Rain
28.09,91.77,1017.11,21.05,65.85,26.41,Cumulus,Rain
7.2,79.5,1025.87,10.87,34.93,4.12,Cirrus,No Rain
20.11,62.15,1004.35,11.74,64.66,15.12,Cumulus,No Rain
8.82,63.78,1019.88,7.82,26.33,1.1,Cirrus,No Rain
18.06,36.09,1007.28,21.91,76.86,5.52,Cumulus,Rain
26.2,63.47,1017.63,36.47,22.3,17.53,Cirrus,No Rain
19.96,43.32,1006.53,17.78,58.4,7.98,Cumulus,No Rain
28.97,61.18,1009.85,16.07,48.26,22.34,Cumulus,No Rain
9.44,58.35,1017.29,6.88,64.04,2.12,Stratus,No Rain
7.05,47.84,1016.16,22.46,90.73,-3.67,Stratus,Rain
12.59,52.21,1010.23,12.0,88.23,4.32,Cumulus,No Rain
7.6,48.62,1003.28,23.86,100,-4.16,Stratus,Rain
27.0,56.67,1017.15,4.26,29.71,19.4,Cirrus,No Rain
20.62,50.81,993.32,13.97,57.03,9.53,Cumulus,No Rain
17.34,48.92,1005.31,5.16,49.06,7.74,Cumulus,No Rain
20.6,64.79,1015.45,13.6,60.71,15.19,Cumulus,Rain
26.41,61.25,1009.62,5.24,50.65,17.69,Cumulus,No Rain
6.05,44.76,1018.72,7.73,43.55,-6.75,Cumulus,No Rain
10.31,46.44,1018.69,14.48,100,-0.76,Stratus,No Rain
12.43,73.26,998.97,1.08,17.47,4.89,Cirrus,No Rain
25.08,69.33,1027.41,10.92,89.33,20.98,Cumulus,No Rain
33.16,69.91,1015.33,11.47,95.23,27.01,Cumulus,No Rain
19.54,52.32,1013.93,5.95,77.06,8.45,Cumulus,No Rain
19.68,83.29,1010.08,29.89,98.85,15.74,Cumulonimbus,Rain
7.32,64.03,1010.36,14.49,84.73,0.3,Stratus,No Rain
10.31,72.1,1009.89,8.16,100,5.04,Stratus,No Rain
29.72,66.82,1014.05,10.4,60.89,24.95,Cumulus,No Rain
11.54,60.05,1005.94,6.05,51.6,1.32,Cumulus,No Rain
25.14,68.72,1014.58,29.21,11.05,17.96,Cirrus,No Rain
17.58,48.53,1003.75,4.4,60.46,7.04,Cumulus,No Rain
33.62,46.88,1009.47,6.64,74.04,24.95,Cumulus,No Rain
15.69,100,995.02,10.63,54.66,13.41,Cumulus,Rain
21.37,41.52,1022.36,12.0,44.05,7.83,Cumulus,No Rain
42,79.97,1016.33,13.45,72.37,28,Cumulus,Rain
6.63,36.76,1014.4,13.24,7.81,-7.09,Clear,No Rain
23.02,60.33,1014.61,5.33,43.67,14.33,Cumulonimbus,No Rain
23.11,86.28,1012.86,16.35,87.79,18.77,Cumulus,Rain
15.84,79.18,1017.71,11.52,57.06,10.36,Cumulus,No Rain
20.11,59.39,1013.31,3.71,24.16,13.13,Cirrus,No Rain
11.4,83.97,993.54,28.86,64.36,7.72,Stratus,Rain
22.72,76.22,1011.78,18.86,74.44,18.09,Cumulus,No Rain
4.77,85.42,1001.19,8.61,64.64,1.24,Stratus,Rain
17.51,65.46,1009.84,22.03,45.44,10.42,Cumulus,No Rain
8.47,85.41,1000.09,8.29,71.54,6.01,Stratus,Rain
15.97,81.41,1013.77,14.43,62.37,11.64,Cumulus,No Rain
18.26,64.66,1026.48,8.26,77.4,12.43,Cumulus,No Rain
22.08,56.84,1012.13,11.94,0,11.21,Cirrus,No Rain
17.42,90.54,1023.26,9.45,22.04,13.77,Cirrus,No Rain
15.77,50.11,998.79,21.97,66.85,4.62,Cumulus,Rain
10.45,100,1014.59,15.02,54.5,10.34,Cumulus,No Rain
34.76,74.7,1031.63,12.04,83.5,28,Cumulus,No Rain
10.94,73.71,1016.16,12.39,63.14,6.64,Stratus,No Rain
21.16,69.6,1007.75,12.22,67.98,14.85,Cumulus,Rain
-4.66,67.58,1005.07,15.53,39.94,-10.56,Cumulus,No Rain
24.74,96.03,1019.04,1.65,42.69,23.97,Cumulus,No Rain
1.31,15.29,1017.0,5.72,55.23,-15,Cumulus,No Rain
28.17,59.83,1011.0,3.22,93.55,20.01,Cumulus,No Rain
22.32,82.45,1015.81,15.06,54.45,16.57,Cumulus,No Rain
15.23,52.81,1008.16,16.5,86.48,6.72,Cumulus,No Rain
25.97,41.31,1007.05,9.97,6.98,13.72,Clear,No Rain
31.55,70.39,1035,9.06,55.93,26.31,Cumulus,No Rain
14.16,59.76,1018.81,6.05,74.14,6.35,Cumulus,No Rain
4.38,55.6,1013.62,16.53,19.71,-5.01,Cirrus,No Rain
15.67,65.88,1014.89,6.79,70.2,8.19,Cumulus,No Rain
10.4,76.94,1017.28,9.16,15.3,5.03,Cirrus,No Rain
9.02,76.66,1016.52,15.35,53.84,5.96,Cumulus,No Rain
10.09,43.64,1002.72,23.26,87.15,-1.16,Stratus,Rain
19.96,82.45,1004.91,12.91,16.59,19.38,Cirrus,Rain
-0.3,20.11,1019.78,23.26,48.2,-15,Cumulus,No Rain
25.78,69.97,1002.62,22.75,76.62,21.76,Cumulus,Rain
3.66,67.08,1018.91,14.99,42.36,-1.27,Cirrus,No Rain
10.08,55.39,1017.77,7.46,55.54,1.17,Clear,No Rain
18.6,59.57,1026.52,13.87,0,10.48,Cirrus,No Rain
13.78,90.41,1034.76,7.3,81.55,11.73,Cumulus,Rain
22.34,48.43,1009.34,13.84,50.47,11.58,Cumulus,No Rain
22.71,66.37,1011.98,16.95,33.36,13.73,Cirrus,No Rain
27.9,100,1022.67,9.06,44.93,27.76,Cumulus,No Rain
18.44,63.7,1012.91,22.9,100,11.76,Cumulus,No Rain
17.04,68.49,998.16,12.06,43.86,9.9,Cumulus,No Rain
12.61,80.79,1019.17,19.44,100,6.47,Cumulus,Rain
1.69,74.58,1018.24,13.3,84.57,0.07,Stratus,No Rain
13.2,81.76,1012.16,13.08,41.92,9.74,Cumulus,No Rain
23.68,64.89,1009.02,16.93,6.97,16.73,Cirrus,No Rain
18.83,70.56,1011.34,9.91,55.71,14.53,Cumulus,No Rain
12.75,100,1008.98,4.61,25.22,11.89,Cirrus,Rain
-8,67.37,1010.9,15.95,29.73,-13.99,Cirrus,No Rain
11.24,54.33,1027.24,3.76,69.81,1.96,Stratus,No Rain
22.69,79.95,1009.32,13.5,60.78,18.32,Cumulus,No Rain
25.09,55.41,996.32,4.86,25.54,18.35,Cirrus,No Rain
20.03,51.21,1009.45,13.96,100,11.66,Cumulus,No Rain
5.28,58.86,1005.75,14.01,92.02,-4.17,Cumulonimbus,Rain
10.61,93.48,1014.32,23.86,64.45,9.86,Stratus,No Rain
21.29,65.27,1019.21,6.76,51.0,13.81,Cumulus,No Rain
17.38,54.68,1010.87,17.79,3.11,6.79,Cirrus,No Rain
25.44,60.15,996.76,12.64,20.11,18.18,Cirrus,No Rain
16.71,75.44,1020.13,14.66,50.26,9.92,Cumulus,No Rain
5.38,64.15,1011.74,5.31,54.13,-3.63,Cumulus,No Rain
-2.6,39.76,1012.1,7.63,99.12,-14.21,Stratus,No Rain
19.0,63.38,1015.86,5.22,33.11,12.25,Cirrus,No Rain
15.24,56.78,997.06,10.34,100,6.32,Cumulus,Rain
31.11,55.1,1015.31,17.22,56.47,23.52,Cumulus,Rain
28.04,65.43,1027.54,3.9,77.09,20.83,Cumulus,No Rain
27.02,61.14,1020.29,2.04,18.43,18.95,Cirrus,No Rain
4.95,74.56,1010.54,10.57,86.46,0.34,Cirrus,No Rain
37.19,21.08,1027.57,14.0,68.58,22.15,Cumulus,No Rain
32.57,88.16,1005.14,10.82,52.51,28,Cumulus,Rain
16.86,66.8,1032.11,39.32,0,8.99,Cirrus,No Rain
18.73,64.77,1018.89,18.05,48.59,11.63,Cumulus,No Rain
17.8,53.22,1024.76,8.0,21.22,7.57,Cirrus,No Rain
10.24,57.51,1003.84,20.97,81.85,0.47,Stratus,Rain
18.41,98.91,1022.28,7.63,63.06,19.38,Cumulus,No Rain
7.67,15.46,1007.97,19.99,60.45,-8.48,Stratus,No Rain
21.96,93.66,1011.37,31.45,100,22.2,Cumulonimbus,Rain
17.98,92.01,1011.58,7.82,0,16.26,Cirrus,No Rain
23.36,85.75,1007.85,12.88,54.66,20.5,Cumulus,Rain
18.24,39.51,1018.72,17.27,94.39,6.53,Cirrus,No Rain
12.09,67.71,1016.13,11.96,57.3,6.27,Cumulus,No Rain
21.59,91.94,1016.93,17.94,38.84,22.36,Cumulus,Rain
25.5,47.6,1019.0,17.86,91.97,16.3,Cumulus,No Rain
23.04,74.09,1014.41,13.25,34.65,16.56,Cirrus,No Rain
-1.76,100,1000.52,14.38,20.73,-1.01,Cirrus,Rain
17.6,78.86,1010.57,2.4,7.13,12.32,Cirrus,No Rain
25.85,88.06,1020.17,18.44,79.24,24.36,Cumulus,Rain
17.62,54.25,1002.11,7.64,51.08,9.67,Cumulus,No Rain
12.14,66.35,1022.13,9.61,53.47,6.49,Cumulus,No Rain
2.24,82.1,1016.0,7.43,100,-3.01,Stratus,Rain
16.58,33.68,1008.21,9.29,46.07,5.61,Clear,No Rain
20.18,34.74,1020.35,4.57,20.95,7.05,Cirrus,No Rain
5.2,29.08,1013.74,11.52,49.23,-9.31,Cumulus,No Rain
23.06,66.84,1007.28,5.32,76.77,15.2,Cumulus,Rain
6.08,75.41,1002.0,14.61,0,1.31,Cirrus,Rain
18.88,41.49,1013.66,12.13,31.39,6.83,Nimbus,No Rain
18.55,65.51,1019.36,9.65,20.76,11.51,Cirrus,No Rain
18.46,76.33,1011.3,9.28,74.99,12.24,Cumulus,Rain
30.45,95.57,1015.29,15.95,62.52,28,Cumulus,No Rain
6.34,41.25,1023.13,16.28,59.18,-4.73,Cumulus,No Rain
15.38,74.78,1013.19,10.59,80.34,11.41,Cumulus,Rain
13.09,54.02,1015.11,10.33,41.3,3.47,Cumulus,No Rain
17.42,93.31,1016.95,15.77,72.38,17.45,Cumulus,Rain
13.58,71.44,1012.38,19.1,84.19,7.64,Cumulus,No Rain
7.1,66.46,1008.74,29.39,34.45,3.68,Cirrus,Rain
18.03,31.33,1013.57,10.81,48.87,3.8,Cumulus,No Rain
10.67,100,1007.54,10.32,50.68,11.65,Cumulus,Rain
-2.12,63.53,1013.79,10.15,10.07,-10.17,Cirrus,No Rain
17.97,87.06,1010.46,17.95,67.47,14.67,Cumulus,Rain
18.8,46.35,1014.93,9.16,35.96,7.4,Cumulus,No Rain
21.92,87.43,1018.06,13.39,63.17,17.94,Cumulus,No Rain
7.42,49.38,1013.8,10.85,73.54,-2.33,Stratus,No Rain
36.4,100,1007.14,15.57,56.32,28,Cumulus,Rain
